Node: 150 | Prt: 162 -> 162 | 0.0000006777 = 0.2710661888 * 0.0000100000 /   4
Node: 206 | Prt:  75 -> 186 | 0.0000007473 = 0.2989238501 * 0.0000100000 /   4
Node:  97 | Prt: 247 ->   2 |   nan = 0.1159965992 * nan /   7
Node:  16 | Prt:   1 ->  65 |   nan = 0.1880919933 * nan /   4
Node:  56 | Prt: 232 -> 232 | 0.0000009693 = 0.2908021212 * 0.0000100000 /   3
Node: 126 | Prt:  94 -> 128 |   nan = -0.0030989647 * nan /  11
Node: 199 | Prt: 180 -> 180 | 0.0000007710 = 0.2312893867 * 0.0000100000 /   3
Node:  37 | Prt:  29 -> 183 | 0.0000007361 = 0.2944426537 * 0.0000100000 /   4
Node: 136 | Prt: 107 ->   3 | 0.0000006089 = 0.1826719046 * 0.0000100000 /   3
Node: 235 | Prt: 210 -> 210 | 0.0000007415 = 0.2224593163 * 0.0000100000 /   3
Node: 176 | Prt: 125 -> 125 | 0.0000017715 = 0.3543041945 * 0.0000100000 /   2
Node: 180 | Prt:  11 ->  11 | 0.0000018664 = 0.3732703924 * 0.0000100000 /   2
Node: 102 | Prt:  64 ->  64 | 0.0000004619 = 0.2309441566 * 0.0000100000 /   5
Node: 184 | Prt: 194 -> 194 | 0.0000007052 = 0.2820633650 * 0.0000100000 /   4
Node:  49 | Prt: 107 -> 107 | 0.0000005339 = 0.2135459185 * 0.0000100000 /   4
Node: 103 | Prt:  53 ->  65 | 0.0000003597 = 0.1798698902 * 0.0000100000 /   5
Node: 187 | Prt: 180 -> 180 | 0.0000009887 = 0.2966157198 * 0.0000100000 /   3
Node:  22 | Prt: 236 -> 236 | 0.0000004058 = 0.1623271704 * 0.0000100000 /   4
Node:  43 | Prt: 168 ->  19 | 0.0000009113 = 0.2733772993 * 0.0000100000 /   3
Node:  42 | Prt:  77 ->  77 | 0.0000005738 = 0.2295293808 * 0.0000100000 /   4
Node:  24 | Prt: 240 -> 240 | 0.0000006130 = 0.2452095747 * 0.0000100000 /   4
Node: 201 | Prt: 220 -> 232 | 0.0000007205 = 0.2161630392 * 0.0000100000 /   3
Node:  76 | Prt: 205 ->  20 | 0.0000012935 = 0.2587044239 * 0.0000100000 /   2
Node:  78 | Prt: 179 -> 179 | 0.0000004101 = 0.1640257835 * 0.0000100000 /   4
Node: 108 | Prt:  53 ->  53 | 0.0000004617 = 0.1846789122 * 0.0000100000 /   4
Node:   7 | Prt: 196 -> 196 | 0.0000008479 = 0.2543834448 * 0.0000100000 /   3
Node: 196 | Prt:  65 ->  77 | 0.0000003832 = 0.1532763243 * 0.0000100000 /   4
Node: 182 | Prt:  77 ->  65 | 0.0000003773 = 0.1886653900 * 0.0000100000 /   5
Node:  66 | Prt:  68 ->  68 | 0.0000010783 = 0.3234997988 * 0.0000100000 /   3
Node:  35 | Prt: 196 -> 196 | 0.0000009356 = 0.2806826830 * 0.0000100000 /   3
Node:  44 | Prt: 134 ->  64 | 0.0000004051 = 0.2025642395 * 0.0000100000 /   5
Node: 183 | Prt: 232 -> 220 | 0.0000008837 = 0.2651094198 * 0.0000100000 /   3
Node:  77 | Prt: 111 -> 111 | 0.0000007621 = 0.2286161184 * 0.0000100000 /   3
Node:  42 | Prt:  77 ->  77 | 0.0000006506 = 0.2602236271 * 0.0000100000 /   4
Node:   6 | Prt: 236 -> 236 | 0.0000006018 = 0.2407211065 * 0.0000100000 /   4
Node: 115 | Prt: 220 -> 138 | 0.0000009836 = 0.2950667143 * 0.0000100000 /   3
Node: 175 | Prt: 157 -> 168 | 0.0000011411 = 0.3423354626 * 0.0000100000 /   3
Node: 151 | Prt:  13 ->  13 | 0.0000005729 = 0.2291586399 * 0.0000100000 /   4
Node:  93 | Prt: 188 -> 188 | 0.0000008784 = 0.2635309696 * 0.0000100000 /   3
Node:  89 | Prt:  13 ->  13 | 0.0000006277 = 0.2510955334 * 0.0000100000 /   4
Node: 134 | Prt:  60 -> 134 | 0.0000004449 = 0.1779470444 * 0.0000100000 /   4
Node:  16 | Prt:  65 ->  77 | 0.0000003376 = 0.1350463629 * 0.0000100000 /   4
Node:  49 | Prt: 107 -> 107 | 0.0000005339 = 0.2135459185 * 0.0000100000 /   4
Node: 160 | Prt: 180 -> 180 | 0.0000009155 = 0.2746404409 * 0.0000100000 /   3
Node: 248 | Prt: 248 -> 248 | 0.0000010192 = 0.3057603836 * 0.0000100000 /   3
Node: 147 | Prt: 225 -> 225 | 0.0000006004 = 0.2401713133 * 0.0000100000 /   4
Node: 159 | Prt:  43 ->  43 | 0.0000005126 = 0.2050331831 * 0.0000100000 /   4
Node: 117 | Prt:  85 -> 168 | 0.0000006259 = 0.2503435612 * 0.0000100000 /   4
Node: 208 | Prt: 164 -> 164 | 0.0000004657 = 0.1862776279 * 0.0000100000 /   4
Node:  51 | Prt:  19 ->  19 | 0.0000006121 = 0.2448351383 * 0.0000100000 /   4
